version,variable,n_obs,adf_stat,adf_pvalue,kpss_stat,kpss_pvalue,stationary_hint
diff_1,iioc_total,23,-2.523770885552167,0.10979721267905301,0.5000000000000004,0.04166666666666657,no_estacionaria
diff_1,empleo_construccion,23,-1.7225990467528605,0.41950798720003485,0.49999999999999845,0.04166666666666702,no_estacionaria
