date,value,indicator,source,unit,frequency
2000-06-30,21.897512182328146,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-09-30,29.406803787058465,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-12-31,46.117150756626906,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-03-31,10.739019993286027,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-06-30,18.266737114622895,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-09-30,18.63646087649165,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-12-31,36.976871701534805,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-03-31,7.534639177375251,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-06-30,12.482488146464616,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-09-30,17.025777810453445,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-12-31,22.130774350895724,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-03-31,8.874152512153788,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-06-30,15.533078777650168,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-09-30,15.25309403631854,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-12-31,26.748112448692723,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-03-31,10.860403112751227,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-06-30,12.189204625199986,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-09-30,15.073447375635372,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-12-31,29.04776245948745,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-03-31,18.28437837549646,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-06-30,9.535340389105697,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-09-30,21.324605163353098,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-12-31,44.95415216239271,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-03-31,14.372596232271988,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-06-30,21.049098207585292,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-09-30,25.413584520105303,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-12-31,52.215283786813046,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-03-31,28.534325939306783,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-06-30,29.250522092055505,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-09-30,41.405036610495834,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-12-31,74.97727906847831,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-03-31,16.853013647455814,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-06-30,29.826164569818424,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-09-30,28.03201381828641,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-12-31,48.69810081371065,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-03-31,18.514738419842107,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-06-30,40.71971704690438,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-09-30,64.28956451298181,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-12-31,107.99565668521372,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-03-31,33.60350981088282,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-06-30,40.6268735234943,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-09-30,43.432174865731746,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-12-31,70.08180885504746,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-03-31,30.32899304888135,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-06-30,38.11618029974729,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-09-30,51.20504113530417,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-12-31,71.21572832647458,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-03-31,41.47216098143142,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-06-30,56.84427824802592,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-09-30,59.3136043866402,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-12-31,77.40917645724141,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-03-31,50.19865695981951,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-06-30,52.771279981170906,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-09-30,75.94857798010759,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-12-31,103.237284346255,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-03-31,66.14608880014572,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-06-30,73.12618416926865,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-09-30,86.20490659500808,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-12-31,111.5856904709146,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-03-31,63.22950370031672,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-06-30,78.936539004677,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-09-30,88.80655695565247,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-12-31,137.30537450163317,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-03-31,65.39559086401552,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-06-30,89.36147650467588,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-09-30,100.05607855635422,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-12-31,145.56682742993667,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-03-31,73.46111613475564,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-06-30,87.87349519667768,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-09-30,94.52216939825124,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-12-31,144.14321927031543,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-03-31,70.3359915840658,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-06-30,83.86062105629759,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-09-30,94.74984764125358,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-12-31,150.42617784907782,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-03-31,74.92240000056478,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-06-30,98.67913884220046,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-09-30,107.34629058309667,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-12-31,163.6278788437042,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-03-31,90.2846470839584,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-06-30,65.61875565256868,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-09-30,100.50745202928204,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-12-31,130.9782313732179,IIOC - 4001 (vías/carreteras/puentes),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-03-31,10.793023285352543,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-06-30,13.236023347495737,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-09-30,26.753321327282485,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-12-31,16.331778525386433,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-03-31,36.50793511684172,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-06-30,110.1181034338607,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-09-30,11.619174153619447,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-12-31,38.34514145361039,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-03-31,49.66467418560076,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-06-30,88.92166462792717,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-09-30,32.79812838536984,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-12-31,98.54800249014384,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-03-31,10.485053221725535,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-06-30,37.99238547479849,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-09-30,36.411754546605536,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-12-31,41.215546916569615,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-03-31,29.105015907751035,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-06-30,62.531875707470945,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-09-30,39.434487874065496,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-12-31,92.63893196566247,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-03-31,41.209914842179394,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-06-30,59.39584384951542,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-09-30,60.89262469172847,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-12-31,176.12344093219252,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-03-31,106.8605443653325,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-06-30,94.85332582211407,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-09-30,136.60597764196314,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-12-31,161.12248406584123,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-03-31,110.30838835871747,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-06-30,167.20210821723882,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-09-30,116.18315539533654,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-12-31,215.24719622472924,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-03-31,110.44519560056668,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-06-30,49.604564825668255,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-09-30,58.047835831190575,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-12-31,159.57523913705438,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-03-31,152.62533017699442,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-06-30,85.53908705049005,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-09-30,71.69999836017479,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-12-31,146.97858706828868,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-03-31,85.10816395813553,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-06-30,122.94212896363081,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-09-30,222.69280029351697,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-12-31,188.3157697011204,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-03-31,78.99881427945962,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-06-30,114.12996528062695,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-09-30,122.04683490634412,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-12-31,144.274741912609,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-03-31,90.52236306983043,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-06-30,82.7559146860049,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-09-30,81.26095190609216,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-12-31,94.17585252062399,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-03-31,54.142965840944406,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-06-30,82.8659327735984,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-09-30,55.17401815514784,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-12-31,88.43833144975571,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-03-31,54.6128322825569,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-06-30,65.32727827703489,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-09-30,89.65796532740771,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-12-31,88.29308186136241,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-03-31,60.25207121827896,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-06-30,59.60964212051296,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-09-30,83.25070687003517,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-12-31,145.0683816664279,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-03-31,53.239232371079034,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-06-30,49.81700792467314,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-09-30,75.76780347419034,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-12-31,106.34363800319183,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-03-31,101.3287711856754,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-06-30,89.41526672090961,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-09-30,136.82447941710754,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-12-31,173.48843595241726,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-03-31,102.49728369885919,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-06-30,62.55210776064083,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-09-30,109.8850732104707,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-12-31,125.06553533002926,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-03-31,58.26443861781849,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-06-30,57.48420429452475,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-09-30,124.94492730188207,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-12-31,169.25895441513867,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-03-31,46.54314458373676,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-06-30,46.92394435664532,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-09-30,117.45912330402214,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-12-31,97.88221461815355,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-03-31,28.591400285764053,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-06-30,28.176670124413796,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-09-30,83.41554476651176,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-12-31,87.58045936594078,IIOC - 4002 (férreas/aeropuertos/transporte masivo),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-03-31,18.850926025583245,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-06-30,37.076601875289846,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-09-30,51.13720810848363,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-12-31,137.54243757647092,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-03-31,26.36491003430605,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-06-30,47.80218399711707,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-09-30,63.332683409651686,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-12-31,75.35461285262762,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-03-31,28.010539247362043,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-06-30,41.71991271918458,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-09-30,62.241518544245444,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-12-31,57.135081843831124,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-03-31,11.993209788733733,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-06-30,12.228335163695109,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-09-30,15.288103430280216,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-12-31,11.198994740076936,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-03-31,9.069363167812869,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-06-30,28.571402021950114,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-09-30,19.365521643529377,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-12-31,42.002813368805654,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-03-31,6.908737061508082,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-06-30,13.383541442527592,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-09-30,17.55106307836484,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-12-31,36.52726366147032,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-03-31,9.71775071945139,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-06-30,16.647463001449815,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-09-30,25.34183265613889,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-12-31,49.56207508895268,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-03-31,22.9598059173906,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-06-30,24.241079606026478,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-09-30,51.93696523465343,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-12-31,80.09117700005554,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-03-31,15.87954874012508,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-06-30,37.51528486047069,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-09-30,49.55462304921308,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-12-31,86.77294348818174,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-03-31,39.632399985517225,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-06-30,26.008317462215896,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
